Timestamp,PIT502,Normal/Attack
28/12/2015 1:51:25 PM,1.746067,Normal
28/12/2015 1:52:25 PM,1.746067,Normal
28/12/2015 1:53:25 PM,1.69801,Normal
28/12/2015 1:54:25 PM,1.730048,Normal
28/12/2015 1:55:25 PM,1.730048,Normal
28/12/2015 1:56:25 PM,1.778105,Normal
28/12/2015 1:57:25 PM,1.746067,Normal
28/12/2015 1:58:25 PM,1.746067,Normal
28/12/2015 1:59:25 PM,1.762086,Normal
28/12/2015 2:00:25 PM,1.730048,Normal
28/12/2015 2:01:25 PM,1.665972,Normal
28/12/2015 2:02:25 PM,1.730048,Normal
28/12/2015 2:03:25 PM,1.730048,Normal
28/12/2015 2:04:25 PM,1.746067,Normal
28/12/2015 2:05:25 PM,1.762086,Normal
28/12/2015 2:06:25 PM,1.778105,Normal
28/12/2015 2:07:25 PM,1.746067,Normal
28/12/2015 2:08:25 PM,1.746067,Normal
28/12/2015 2:09:25 PM,1.746067,Normal
28/12/2015 2:10:25 PM,1.681991,Normal
28/12/2015 2:11:25 PM,1.746067,Normal
28/12/2015 2:12:25 PM,1.746067,Normal
28/12/2015 2:13:25 PM,1.746067,Normal
28/12/2015 2:14:25 PM,1.730048,Normal
28/12/2015 2:15:25 PM,1.778105,Normal
28/12/2015 2:28:26 PM,1.601897,Normal
28/12/2015 2:29:26 PM,1.730048,Normal
28/12/2015 2:30:26 PM,1.585878,Normal
28/12/2015 2:31:26 PM,1.585878,Normal
28/12/2015 2:32:26 PM,1.585878,Normal
28/12/2015 2:33:26 PM,1.537821,Normal
28/12/2015 2:34:26 PM,1.601897,Normal
28/12/2015 2:35:26 PM,1.569859,Normal
28/12/2015 2:36:26 PM,1.617916,Normal
28/12/2015 2:37:26 PM,1.585878,Normal
28/12/2015 2:38:26 PM,1.585878,Normal
28/12/2015 2:39:26 PM,1.537821,Normal
28/12/2015 2:40:26 PM,1.537821,Normal
28/12/2015 2:41:26 PM,1.537821,Normal
28/12/2015 2:42:26 PM,1.537821,Normal
28/12/2015 2:43:26 PM,1.585878,Normal
28/12/2015 2:44:26 PM,1.585878,Normal
28/12/2015 2:45:26 PM,1.505783,Normal
28/12/2015 2:46:26 PM,1.569859,Normal
28/12/2015 2:47:26 PM,1.601897,Normal
28/12/2015 2:48:26 PM,1.601897,Normal
28/12/2015 2:49:26 PM,1.569859,Normal
28/12/2015 2:50:26 PM,1.601897,Normal
28/12/2015 2:51:26 PM,1.585878,Normal
28/12/2015 2:52:26 PM,1.585878,Normal
28/12/2015 2:53:26 PM,1.585878,Normal
28/12/2015 2:54:26 PM,1.569859,Normal
28/12/2015 2:55:26 PM,1.569859,Normal
28/12/2015 2:56:26 PM,1.569859,Normal
28/12/2015 2:57:26 PM,1.617916,Normal
28/12/2015 2:58:26 PM,1.585878,Normal
28/12/2015 2:59:26 PM,1.585878,Normal
28/12/2015 3:00:26 PM,1.585878,Normal
28/12/2015 3:01:26 PM,1.585878,Normal
28/12/2015 3:02:26 PM,1.585878,Normal
28/12/2015 3:03:26 PM,1.585878,Normal
28/12/2015 3:04:26 PM,1.585878,Normal
28/12/2015 3:05:26 PM,1.537821,Normal
28/12/2015 3:06:26 PM,1.601897,Normal
28/12/2015 3:07:26 PM,1.585878,Normal
28/12/2015 3:08:26 PM,1.505783,Normal
28/12/2015 3:09:26 PM,1.569859,Normal
28/12/2015 3:10:26 PM,1.537821,Normal
28/12/2015 3:11:26 PM,1.617916,Normal
28/12/2015 3:12:26 PM,1.601897,Normal
28/12/2015 3:13:26 PM,1.601897,Normal
28/12/2015 3:14:26 PM,1.585878,Normal
28/12/2015 3:15:26 PM,1.585878,Normal
28/12/2015 3:16:26 PM,1.569859,Normal
28/12/2015 3:17:26 PM,1.585878,Normal
28/12/2015 3:18:26 PM,1.585878,Normal
28/12/2015 3:19:26 PM,1.585878,Normal
28/12/2015 3:20:26 PM,1.585878,Normal
28/12/2015 3:21:26 PM,1.585878,Normal
28/12/2015 3:22:26 PM,1.585878,Normal
28/12/2015 3:23:26 PM,1.585878,Normal
28/12/2015 3:24:26 PM,1.489764,Normal
28/12/2015 3:25:26 PM,1.585878,Normal
28/12/2015 3:26:26 PM,1.585878,Normal
28/12/2015 3:27:26 PM,1.585878,Normal
28/12/2015 3:28:26 PM,1.617916,Normal
28/12/2015 3:29:26 PM,1.585878,Normal
28/12/2015 3:30:26 PM,1.585878,Normal
28/12/2015 3:31:26 PM,1.585878,Normal
28/12/2015 3:32:26 PM,1.585878,Normal
28/12/2015 3:33:26 PM,1.585878,Normal
28/12/2015 3:34:26 PM,1.585878,Normal
28/12/2015 3:35:26 PM,1.585878,Normal
28/12/2015 3:36:26 PM,1.489764,Normal
28/12/2015 3:37:26 PM,1.601897,Normal
28/12/2015 3:38:26 PM,1.601897,Normal
28/12/2015 3:39:26 PM,1.569859,Normal
28/12/2015 3:40:26 PM,1.569859,Normal
28/12/2015 3:41:26 PM,1.569859,Normal
28/12/2015 3:42:26 PM,1.569859,Normal
28/12/2015 3:43:26 PM,1.569859,Normal
28/12/2015 3:44:26 PM,1.569859,Normal
28/12/2015 3:45:26 PM,1.569859,Normal
28/12/2015 3:46:26 PM,1.569859,Normal
28/12/2015 3:47:26 PM,1.569859,Normal
28/12/2015 3:48:26 PM,1.537821,Normal
28/12/2015 3:49:26 PM,1.617916,Normal
28/12/2015 3:50:26 PM,1.601897,Normal
28/12/2015 3:51:26 PM,1.601897,Normal
28/12/2015 3:52:26 PM,1.601897,Normal
28/12/2015 3:53:26 PM,1.537821,Normal
28/12/2015 3:54:26 PM,1.585878,Normal
28/12/2015 3:55:26 PM,1.585878,Normal
28/12/2015 3:56:26 PM,1.585878,Normal
28/12/2015 3:57:26 PM,1.585878,Normal
28/12/2015 3:58:26 PM,1.585878,Normal
28/12/2015 3:59:26 PM,1.617916,Normal
28/12/2015 4:00:26 PM,1.601897,Normal
28/12/2015 4:01:26 PM,1.601897,Normal
28/12/2015 4:02:26 PM,1.601897,Normal
28/12/2015 4:03:26 PM,1.601897,Normal
28/12/2015 4:04:26 PM,1.585878,Normal
28/12/2015 4:05:26 PM,1.601897,Normal
28/12/2015 4:06:26 PM,1.601897,Normal
28/12/2015 4:07:26 PM,1.601897,Normal
28/12/2015 4:08:26 PM,1.585878,Normal
28/12/2015 4:09:26 PM,1.585878,Normal
28/12/2015 4:10:26 PM,1.585878,Normal
28/12/2015 4:11:26 PM,1.585878,Normal
28/12/2015 4:12:26 PM,1.617916,Normal
28/12/2015 4:13:26 PM,1.569859,Normal
28/12/2015 4:14:26 PM,1.601897,Normal
28/12/2015 4:15:26 PM,1.521802,Normal
28/12/2015 4:16:26 PM,1.585878,Normal
28/12/2015 4:17:26 PM,1.585878,Normal
28/12/2015 4:18:26 PM,1.585878,Normal
28/12/2015 4:19:26 PM,1.585878,Normal
28/12/2015 4:20:26 PM,1.585878,Normal
28/12/2015 4:21:26 PM,1.617916,Normal
28/12/2015 4:22:26 PM,1.585878,Normal
28/12/2015 4:23:26 PM,1.601897,Normal
28/12/2015 4:24:26 PM,1.585878,Normal
28/12/2015 4:25:26 PM,1.585878,Normal
28/12/2015 4:26:26 PM,1.649953,Normal
28/12/2015 4:27:26 PM,1.585878,Normal
28/12/2015 4:28:26 PM,1.585878,Normal
28/12/2015 4:29:26 PM,1.585878,Normal
28/12/2015 4:30:26 PM,1.601897,Normal
28/12/2015 4:31:26 PM,1.649953,Normal
28/12/2015 4:32:26 PM,1.601897,Normal
28/12/2015 4:33:26 PM,1.617916,Normal
28/12/2015 4:34:26 PM,1.585878,Normal
28/12/2015 4:35:26 PM,1.617916,Normal
28/12/2015 4:36:26 PM,1.617916,Normal
28/12/2015 4:37:26 PM,1.585878,Normal
28/12/2015 4:38:26 PM,1.617916,Normal
28/12/2015 4:39:26 PM,1.537821,Normal
28/12/2015 4:40:26 PM,1.585878,Normal
28/12/2015 4:41:26 PM,1.665972,Normal
28/12/2015 4:42:26 PM,1.585878,Normal
28/12/2015 4:43:26 PM,1.601897,Normal
28/12/2015 4:44:26 PM,1.601897,Normal
28/12/2015 4:45:26 PM,1.730048,Normal
28/12/2015 4:46:26 PM,1.569859,Normal
28/12/2015 4:47:26 PM,1.681991,Normal
28/12/2015 4:48:26 PM,1.585878,Normal
28/12/2015 4:49:26 PM,1.69801,Normal
28/12/2015 4:50:26 PM,1.601897,Normal
28/12/2015 4:51:26 PM,1.601897,Normal
28/12/2015 4:52:26 PM,1.601897,Normal
28/12/2015 4:53:26 PM,1.601897,Normal
28/12/2015 4:54:26 PM,1.601897,Normal
28/12/2015 4:55:26 PM,1.585878,Normal
28/12/2015 4:56:26 PM,1.601897,Normal
28/12/2015 4:57:26 PM,1.617916,Normal
28/12/2015 4:58:26 PM,1.601897,Normal
28/12/2015 4:59:26 PM,1.601897,Normal
28/12/2015 5:00:26 PM,1.537821,Normal
28/12/2015 5:01:26 PM,1.601897,Normal
28/12/2015 5:02:26 PM,1.601897,Normal
28/12/2015 5:03:26 PM,1.569859,Normal
28/12/2015 5:04:26 PM,1.601897,Normal
28/12/2015 5:05:26 PM,1.601897,Normal
28/12/2015 5:06:26 PM,1.601897,Normal
28/12/2015 5:07:26 PM,1.601897,Normal
28/12/2015 5:08:26 PM,1.585878,Normal
28/12/2015 5:09:26 PM,1.585878,Normal
28/12/2015 5:10:26 PM,1.585878,Normal
28/12/2015 5:11:26 PM,1.585878,Normal
28/12/2015 5:12:26 PM,1.601897,Normal
28/12/2015 5:13:26 PM,1.601897,Normal
28/12/2015 5:14:26 PM,1.585878,Normal
28/12/2015 5:15:26 PM,1.585878,Normal
28/12/2015 5:16:26 PM,1.601897,Normal
28/12/2015 5:17:26 PM,1.649953,Normal
28/12/2015 5:18:26 PM,1.601897,Normal
28/12/2015 5:19:26 PM,1.569859,Normal
28/12/2015 5:20:26 PM,1.601897,Normal
28/12/2015 5:21:26 PM,1.585878,Normal
28/12/2015 5:22:26 PM,1.585878,Normal
28/12/2015 5:23:26 PM,1.585878,Normal
28/12/2015 5:24:26 PM,1.585878,Normal
28/12/2015 5:25:26 PM,1.585878,Normal
28/12/2015 5:26:26 PM,1.601897,Normal
28/12/2015 5:27:26 PM,1.585878,Normal
28/12/2015 5:28:26 PM,1.601897,Normal
28/12/2015 5:29:26 PM,1.601897,Normal
28/12/2015 5:30:26 PM,1.601897,Normal
28/12/2015 5:31:26 PM,1.601897,Normal
28/12/2015 5:32:26 PM,1.569859,Normal
28/12/2015 5:33:26 PM,1.569859,Normal
28/12/2015 5:34:26 PM,1.569859,Normal
28/12/2015 5:35:26 PM,1.585878,Normal
28/12/2015 5:36:26 PM,1.585878,Normal
28/12/2015 5:37:26 PM,1.601897,Normal
28/12/2015 5:38:26 PM,1.585878,Normal
28/12/2015 5:39:26 PM,1.601897,Normal
28/12/2015 5:40:26 PM,1.601897,Normal
28/12/2015 5:41:26 PM,1.601897,Normal
28/12/2015 5:42:26 PM,1.585878,Normal
28/12/2015 5:43:26 PM,1.585878,Normal
28/12/2015 5:44:26 PM,1.585878,Normal
28/12/2015 5:45:26 PM,1.585878,Normal
28/12/2015 5:46:26 PM,1.585878,Normal
28/12/2015 5:47:26 PM,1.601897,Normal
28/12/2015 5:48:26 PM,1.569859,Normal
28/12/2015 5:49:26 PM,1.569859,Normal
28/12/2015 5:50:26 PM,1.617916,Normal
28/12/2015 5:51:26 PM,1.585878,Normal
28/12/2015 5:52:26 PM,1.585878,Normal
28/12/2015 5:53:26 PM,1.585878,Normal
28/12/2015 5:54:26 PM,1.601897,Normal
28/12/2015 5:55:26 PM,1.601897,Normal
28/12/2015 5:56:26 PM,1.569859,Normal
28/12/2015 5:57:26 PM,1.569859,Normal
28/12/2015 5:58:26 PM,1.601897,Normal
28/12/2015 5:59:26 PM,1.601897,Normal
28/12/2015 6:00:26 PM,1.617916,Normal
28/12/2015 6:01:26 PM,1.601897,Normal
28/12/2015 6:02:26 PM,1.601897,Normal
28/12/2015 6:03:26 PM,1.601897,Normal
28/12/2015 6:04:26 PM,1.649953,Normal
28/12/2015 6:05:26 PM,1.601897,Normal
28/12/2015 6:06:26 PM,1.617916,Normal
28/12/2015 6:07:26 PM,1.601897,Normal
28/12/2015 6:08:26 PM,1.585878,Normal
28/12/2015 6:09:26 PM,1.601897,Normal
28/12/2015 6:10:26 PM,1.585878,Normal
28/12/2015 6:11:26 PM,1.665972,Normal
28/12/2015 6:12:26 PM,1.665972,Normal
28/12/2015 6:13:26 PM,1.601897,Normal
28/12/2015 6:14:26 PM,1.601897,Normal
28/12/2015 6:15:26 PM,1.601897,Normal
28/12/2015 6:16:26 PM,1.681991,Normal
28/12/2015 6:17:26 PM,1.569859,Normal
28/12/2015 6:18:26 PM,1.730048,Normal
28/12/2015 6:19:26 PM,1.489764,Normal
28/12/2015 6:20:26 PM,1.585878,Normal
28/12/2015 6:21:26 PM,1.665972,Normal
28/12/2015 6:22:26 PM,1.617916,Normal
28/12/2015 6:23:26 PM,1.649953,Normal
28/12/2015 6:24:26 PM,1.649953,Normal
28/12/2015 6:25:26 PM,1.585878,Normal
28/12/2015 6:26:26 PM,1.649953,Normal
28/12/2015 6:27:26 PM,1.649953,Normal
28/12/2015 6:28:26 PM,1.585878,Normal
28/12/2015 6:29:26 PM,1.617916,Normal
28/12/2015 6:30:26 PM,1.537821,Normal
28/12/2015 6:31:26 PM,1.585878,Normal
28/12/2015 6:32:26 PM,1.762086,Normal
28/12/2015 6:33:26 PM,1.521802,Normal
28/12/2015 6:34:26 PM,1.569859,Normal
28/12/2015 6:35:26 PM,1.617916,Normal
28/12/2015 6:36:26 PM,1.601897,Normal
28/12/2015 6:37:26 PM,1.585878,Normal
28/12/2015 6:38:26 PM,1.601897,Normal
28/12/2015 6:39:26 PM,1.585878,Normal
28/12/2015 6:40:26 PM,1.585878,Normal
28/12/2015 6:41:26 PM,1.585878,Normal
28/12/2015 6:42:26 PM,1.617916,Normal
28/12/2015 6:43:26 PM,1.617916,Normal
28/12/2015 6:44:26 PM,1.585878,Normal
28/12/2015 6:45:26 PM,1.601897,Normal
28/12/2015 6:46:26 PM,1.601897,Normal
28/12/2015 6:47:26 PM,1.601897,Normal
28/12/2015 6:48:26 PM,1.601897,Normal
28/12/2015 6:49:26 PM,1.585878,Normal
28/12/2015 6:50:26 PM,1.585878,Normal
28/12/2015 6:51:26 PM,1.585878,Normal
28/12/2015 6:52:26 PM,1.617916,Normal
28/12/2015 6:53:26 PM,1.649953,Normal
28/12/2015 6:54:26 PM,1.601897,Normal
28/12/2015 6:55:26 PM,1.569859,Normal
28/12/2015 6:56:26 PM,1.585878,Normal
28/12/2015 6:57:26 PM,1.601897,Normal
28/12/2015 6:58:26 PM,1.601897,Normal
28/12/2015 6:59:26 PM,1.617916,Normal
28/12/2015 7:00:26 PM,1.617916,Normal
28/12/2015 7:01:26 PM,1.601897,Normal
28/12/2015 7:02:26 PM,1.601897,Normal
28/12/2015 7:03:26 PM,1.601897,Normal
28/12/2015 7:04:26 PM,1.585878,Normal
28/12/2015 7:05:26 PM,1.585878,Normal
28/12/2015 7:06:26 PM,1.601897,Normal
28/12/2015 7:07:26 PM,1.569859,Normal
28/12/2015 7:08:26 PM,1.585878,Normal
28/12/2015 7:09:26 PM,1.585878,Normal
28/12/2015 7:10:26 PM,1.585878,Normal
28/12/2015 7:11:26 PM,1.585878,Normal
28/12/2015 7:12:26 PM,1.537821,Normal
28/12/2015 7:13:26 PM,1.569859,Normal
28/12/2015 7:14:26 PM,1.569859,Normal
28/12/2015 7:15:26 PM,1.601897,Normal
28/12/2015 7:16:26 PM,1.569859,Normal
28/12/2015 7:17:26 PM,1.537821,Normal
28/12/2015 7:18:26 PM,1.585878,Normal
28/12/2015 7:19:26 PM,1.537821,Normal
28/12/2015 7:20:26 PM,1.489764,Normal
28/12/2015 7:21:26 PM,1.457726,Normal
28/12/2015 7:22:26 PM,1.489764,Normal
28/12/2015 7:23:26 PM,1.489764,Normal
28/12/2015 7:24:26 PM,1.537821,Normal
28/12/2015 7:25:26 PM,1.457726,Normal
28/12/2015 7:26:26 PM,1.585878,Normal
28/12/2015 7:27:26 PM,1.441707,Normal
28/12/2015 7:28:26 PM,1.521802,Normal
28/12/2015 7:29:26 PM,1.409669,Normal
28/12/2015 7:30:26 PM,1.457726,Normal
28/12/2015 7:31:26 PM,1.505783,Normal
28/12/2015 7:32:26 PM,1.457726,Normal
28/12/2015 7:33:26 PM,1.585878,Normal
28/12/2015 7:34:26 PM,1.425688,Normal
28/12/2015 7:35:26 PM,1.345593,Normal
28/12/2015 7:36:26 PM,1.409669,Normal
28/12/2015 7:37:26 PM,1.425688,Normal
28/12/2015 7:38:26 PM,1.425688,Normal
28/12/2015 7:39:26 PM,1.361612,Normal
28/12/2015 7:40:26 PM,1.377631,Normal
28/12/2015 7:41:26 PM,1.377631,Normal
28/12/2015 7:42:26 PM,1.377631,Normal
28/12/2015 7:43:26 PM,1.409669,Normal
28/12/2015 7:44:26 PM,1.377631,Normal
28/12/2015 7:45:26 PM,1.409669,Normal
28/12/2015 7:46:26 PM,1.409669,Normal
28/12/2015 7:47:26 PM,1.377631,Normal
28/12/2015 7:48:26 PM,1.409669,Normal
28/12/2015 7:49:26 PM,1.297536,Normal
28/12/2015 7:50:26 PM,1.409669,Normal
28/12/2015 7:51:26 PM,1.281517,Normal
28/12/2015 7:52:26 PM,1.361612,Normal
28/12/2015 7:53:26 PM,1.281517,Normal
28/12/2015 7:54:26 PM,1.281517,Normal
28/12/2015 7:55:26 PM,1.297536,Normal
28/12/2015 7:56:26 PM,1.297536,Normal
28/12/2015 7:57:26 PM,1.265498,Normal
28/12/2015 7:58:26 PM,1.249479,Normal
28/12/2015 7:59:26 PM,1.281517,Normal
28/12/2015 8:00:26 PM,1.249479,Normal
28/12/2015 8:01:26 PM,1.265498,Normal
28/12/2015 8:02:26 PM,1.217441,Normal
28/12/2015 8:03:26 PM,1.281517,Normal
28/12/2015 8:04:26 PM,1.457726,Normal
28/12/2015 8:05:26 PM,1.329574,Normal
28/12/2015 8:06:26 PM,1.217441,Normal
28/12/2015 8:07:26 PM,1.249479,Normal
28/12/2015 8:08:26 PM,1.249479,Normal
28/12/2015 8:09:26 PM,1.185403,Normal
28/12/2015 8:10:26 PM,1.217441,Normal
28/12/2015 8:11:26 PM,1.217441,Normal
28/12/2015 8:12:26 PM,1.201422,Normal
28/12/2015 8:13:26 PM,1.201422,Normal
28/12/2015 8:14:26 PM,1.201422,Normal
28/12/2015 8:15:26 PM,1.201422,Normal
28/12/2015 8:16:26 PM,1.217441,Normal
28/12/2015 8:17:26 PM,1.201422,Normal
28/12/2015 8:18:26 PM,1.185403,Normal
28/12/2015 8:19:26 PM,1.201422,Normal
28/12/2015 8:20:26 PM,1.201422,Normal
28/12/2015 8:21:26 PM,1.201422,Normal
28/12/2015 8:22:26 PM,1.201422,Normal
28/12/2015 8:23:26 PM,1.217441,Normal
28/12/2015 8:24:26 PM,1.201422,Normal
28/12/2015 8:25:26 PM,1.201422,Normal
28/12/2015 8:26:26 PM,1.201422,Normal
28/12/2015 8:27:26 PM,1.121328,Normal
28/12/2015 8:28:26 PM,1.137347,Normal
28/12/2015 8:29:26 PM,1.185403,Normal
28/12/2015 8:30:26 PM,1.185403,Normal
28/12/2015 8:31:26 PM,1.185403,Normal
